Name,Type,One Liner,Industry,Website,Description,Business Model,Mega-trend,Driver,Value Chain Position,Stack Position,Theme,Focus Area,Opportunity Space- OLD,Tagged Opp Space?,Opp Space (V1),Final Opp Space,Founded,Employees,Country,City,Location,Funded,Funding Stage,Latest Funding Date,Latest Funding (USD),Total Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Owner,Checked,Inc. Radar,Hero,BHG Partnered,OLD - Focus Areas,OLD - Opp Space,Input,RM Relationship,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Result,0.3,0.5,0.2,Text to no.conversion,Rnd,Contact - Email,Contact - LinkedIn
NanoTech Coatings,Startup,Waterproofing Coatings for All Applications,Maritime,https://nanotechcoatings.com,"NanoTech Coatings develops protective and waterproof coatings for all applications. The company has marine, wood, metal, stone, glass, automotive, electronics, eco-liner and concrete coatings.",Nanotechnology > Nanointermediates > Nanocoating > Self Cleaning,,,,,New Customer Services,Vessel Services,Vessel surface protection,Yes,,,2012,1-10,USA,,Global,No,Unfunded,,,,Nascent,,3,Hazel,Yes,TRUE,,FALSE,"Infrastructure, Vessel & Asset efficiency",Equipment Management,Old,Decarb,appears to have marine vessel use case,0.5,0,1,0.35,Nascent,,,,,42467,aaron@nanotechcoatings.com,http://linkedin.com/in/aaron-milton-a7a06020
Wave,Startup,,Shipping,http://wavebl.com/,Connecting all members of the supply chain to a decentralized network and allows them a direct exchange of documents.,,,,,,Data Utilisation,Automating Compliance,,,Deprioritised,Deprioritised,2014,11-50,Israel,,Global,Yes,Series A,,,"5,300,000",Emerging,,,,,TRUE,,FALSE,,,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,31365,,
WAVE BL,,,Shipping,http://www.wavebl.com/,WAVE BL is a blockchain-based digital courier platform that mirrors the traditional process for transferring original paper documents ⁠— electronically. ,,,,,,Digital Trading,Digital Bunker Trading,document management on blockchain,,Digital trading operations (merged with trade execution),Digital Trading Operations,2014,11-50,Israel,,Global,Yes,Seed,,,,Nascent,,,Miles,Yes,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,9257,,
We4Sea,Startup,SaaS-based fuel monitoring solutions for marine industry,Maritime,https://www.we4sea.com,"We4Sea provides a big data fuel monitoring platform with a focus on reducing bunker costs and ship emissions. It gathers and analyzes vessel operation parameters that impact fuel efficiency to unearth insights. The firm's solutions are SaaS based and serves ship owners, equipment manufacturers, ship designers, and cargo owners.",,,,,,Digital Trading,Intelligent Sourcing,,,Bunker Delivery,Digital Bunker Delivery,2016,1-10,Netherlands,Delft,Europe,Yes,Seed,,,"427,000",Nascent,,1,Hazel,Yes,TRUE,,TRUE,"infrastructure, vessel & Asset efficiency",Energy & Equipment Management,New,,,0.5,0,1,0.35,Nascent,,,,,6721,,
Weengs,,,Shipping,http://weengs.co.uk,Weengs provides all the logistics services people need to build and grow their e-commerce businesses.,,,,,,Digital Trading,Online Marketplace,,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2015,11-50,United Kingdom,,Europe,Yes,Series A,,,"11,396,936",Nascent,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,24941,,
Dravam,,,Maritime,https://dravam.com/,Dravam offers IoT based solutions for the maritime bunkering industry. It claims to provide solutions for fuel quality monitoring in realtime and realtime real-time early detection systems for marine fuel quality. It also provides information regarding the complete fuel usage and fuel flowing through the pipeline in realtime. It uses a device called DR Scan for fuel flow monitoring in the bunkers. It uploads the information on the reporting system where the users can manage fuel efficiency.,,,,,,New Customer Services,Financial Services,Vessel Monitoring,Yes,Fuel Quality Assurance,Digital Bunker Delivery,2019,1-10,Singapore,,Global,Yes,Undisclosed,,,,Nascent,,,Miles,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,39688,,
WeNow,Startup,Provider of connected driving solutions for increased fuel efficiency,Automotive,https://www.wenow.com,"WeNow is a provider of connected driving solutions aimed at increasing the Energy efficiency of vehicles while also reducing their carbon emissions. The solution provided uses smart data to control the carbon emissions and increase the fuel efficiency of the car through eco-driving. Has worked with 15 companies and claims to have already tracked over a million kilometers and neutralized 160 tonnes of carbon dioxide emissions. Also, provides options to support carbon offset programs which is basically a way to financially back a project which uses as much carbon a vehicle inevitably produces, hence deeming carbon neutrality alongside fleet management, and training in eco-driving.",,,,,,New Customer Services,Vessel Services,Route Optimisation,,Route Optimisation (merged with Vessel Tracking),Bunker Planning,2014,1-10,France,Paris,Europe,Yes,Seed,,,"1,445,050",Nascent,,,Hazel,Yes,TRUE,,FALSE,CO2 Transparency,CO2 Tracking,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,324,,
Willow,Startup,Provider of digital twin technology based products and services for construction & maintenance,,https://willowinc.com,"Willow is a provider of digital twin technology-based products and services for design, construction, facility maintenance, asset management, infrastructure maintenance, and more. It offers services for Digital Architecture: project designing, creating 3D models, etc; Digital Engineering: integrates 3D models/asset registers/maintenance manuals with sensor data/IoT data; creating Smart Building features. Its flagship product ""Willow Twin"" uses blockchain technology to create digital maintenance contracts for building owners and maintenance contractors. The solution enables users to perform predictive maintenance, track maintenance requests, get access to energy consumption data, analyse it, and more. It also offers community management solution such as booking of common facilities, inventory management, sending notifications, tracking & responding to tenant requests, emergency management, among others. It has partnered with companies such as Microsoft, Strukton Rail, Investa, among others to offers its products and services.","Digital Twin > Digital Twin Platforms > Products > Construction
 Construction Tech > Design Tools > BIM and 3D Modelling > Suite",,,,,Decarbonisation,Eco-vessel Design,Digital twin,,Deprioritised,Deprioritised,2017,51-200,Australia,,Global,No,Unfunded,,,,Nascent,,1,Hazel,Yes,TRUE,,FALSE,"Infrastructure, Vessel & Asset efficiency",Equipment Management,Old,Decarb,Construction,0.5,0,1,0.35,Nascent,,,,,45005,"ageha@willowinc.com
 dbrett@willowinc.com","http://linkedin.com/in/adamgeha
 http://linkedin.com/in/dale-brett-24696213"
"Singnet Solutions",,,adjacent,https://www.singnetsolutions.com/,"They have developed Bunker Manager which is a bunkering survey tracking application that helps in carrying out accurate bunker surveys. Bunker manager replaces the old paper-based system, saving time while also improving the accuracy. The manual calculation is a very tedious process that consumes a lot of time. The system takes care of all the quality and quantity related aspects of the bunkering process.",,,,,,New Customer Services,Customer Lifecycle Management,,,Remote Inspection,Deprioritised,2014,1-10,Singapore,,Global,No,Unfunded,,,,Nascent,,,Miles,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,7061,,
Willow Rail,Startup,Digital twin platform provider for rail maintenance,,https://willowrail.com,"Willow Rail develops digital twin platforms for managing rail networks. Allows complete and interactive network access and a view across all key operational elements in real time. Data from existing systems and rail asset management expertise are integrated into the platform to enhance rail capabilities, increase efficiency, reduce costs, optimize resources, predict faults before they occur and push network availability up to 100%. Has a partnership with Strukton.",Digital Twin > Digital Twin Platforms > Business Operations,,,,,Data Utilisation,Intelligent & Autonomous Shipping,,,Deprioritised,Deprioritised,2018,1-10,Australia,,Global,No,Unfunded,,,,Nascent,,2,Hazel,Yes,TRUE,,FALSE,"Infrastructure, Vessel & Asset efficiency",Equipment Management,Old,Decarb,Rail,0.5,0,1,0.35,Nascent,,,,,37494,,"https://linkedin.com/in/joshuaridley
 https://linkedin.com/in/michael-easson-8321955b
 https://linkedin.com/in/dale-brett-24696213
 https://linkedin.com/in/adamgeha"
"XShip",Startup,,Maritime,http://xship.in/,Offers online tool for ship owners & fleet managers for monitoring and emission control of vessel,,,,,,Decarbonisation,CO2 Tracking & Advisory,,,Analyse emissions data,Analyse Emissions Data,2018,11-50,India,,Global,Yes,Undisclosed,,,,Nascent,,,Miles,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,36833,,
Yimidida,Startup,,Shipping,https://www.yimidida.com/,Online platform providing crowd-sourced e-commerce deliveries,,,,,,Digital Trading,Digital Bunker Trading,,,Digital trading operations (merged with trade execution),Digital Trading Operations,2015,51-200,China,,Global,Yes,Series D,,,"547,000,000",Emerging,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0.66,1,0.68,Mature,,,,,2631,,
Zencargo,,Online freight forwarding platform,Maritime,https://www.zencargo.com,"Zencargo is an online platform for freight forwarding. Customers can get instant quotes and book and track freight shipments on the platform. The platform can be used for different services including warehousing and fulfillment, FCL Shipping, LCL Shipping, ocean freight and air or rail freight. It also provides analytic reports from the customer's supply chain data.",,,,,,New Customer Services,Customer Lifecycle Management,,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2017,51-200,United Kingdom,London,Europe,Yes,Series A,,,"23,694,100",Nascent,,,,,TRUE,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0.33,1,0.515,Emerging,,,,,47663,,
Zeno Power Systems,Startup,Developer of radioisotope power system to convert heat from recycled nuclear waste into electricity,Energy,https://zenopowersystems.com,"Next-generation radioisotope power system that converts the heat from recycled nuclear waste into electricity.Their novel fuel and shielding design results in a system that is lightweight, cost-effective, and provides always-on, resilient power for years at a time. include submarine applications.",,,,,,Decarbonisation,New Fuels,,,Supply new fuels,Physical Supply of New Fuels,2018,1-10,USA,"Washington, DC",Global,Yes,Seed,,,,Nascent,,,,,TRUE,,FALSE,Fuel & Fuel Efficiency,New Fuel Types,Old,Decarb,nuclear related,0.5,0,1,0.35,Nascent,,,,,19658,,
Zero North,Corporate Venture,ZeroNorth is a provider of risk-based vulnerability orchestration across applications and infrastructure.,Shipping,https://zeronorth.com/,"ZeroNorth delivers technology to minimise fuel consumption and CO2 emissions, , optimise performance and reduce risks",,,,,,New Customer Services,Fuel Optimisation,,,Route Optimisation (merged with Vessel Tracking),Bunker Planning,2015,11-50,USA,,Global,Yes,Series A,,,"27,600,000",Nascent,,,Miles,Yes,TRUE,FALSE,FALSE,,,New,,,0.5,0.33,1,0.515,Emerging,,,,,12499,,
Suplari,Startup,,adjacent,https://www.suplari.com/,"Suplari offers AI-based data analysis and cost optimization platform to enterprises. Integrates data from different sources including purchase orders, invoices etc. and provides a real-time view of unified supplier data. Provides insights for reducing procurement costs, supplier risk, and to comply with regulations. Also provides analytics services to its clients through a team of data scientists",,,,,,Digital Trading,Intelligent Sourcing,Spend Analysis,Yes,Predicting supply & demand,Predicting Supply & Demand,2016,11-50,USA,,Global,Yes,Series A,,,"13,400,000",Emerging,,,Miles,,TRUE,FALSE,FALSE,,,New,,Source to pay,0.5,0.33,1,0.515,Emerging,,,,,30930,,
Cargologik,Startup,,Maritime,https://www.cargologik.com/,"All-in-one transportation logistics collaboration software that provides automated tracking, document management, and communication for you and your client.",,,,,,Data Utilisation,Intelligent & Autonomous Shipping,,,Deprioritised,Deprioritised,2019,1-10,USA,,Global,No,Unfunded,,,,Nascent,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,41809,,
Mileviewer,Startup,,adjacent,https://www.mileviewer.com/solution,Provider of shipment priority planning and shipment status visibility solutions for freight forwarders,,,,,,Data Utilisation,Intelligent & Autonomous Shipping,,,Deprioritised,Deprioritised,2019,1-10,Belgium,,Europe,Yes,Seed,,,,Nascent,,,,,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,31552,,
Zhao-chuan,,Online marketplace for freight owners and freight shippers,Maritime,http://www.zhao-chuan.com,"Zhao-chuan is an online marketplace for freight owners and freight shippers who ship their goods through ocean/sea ways. Freight shippers can post their carrier's information on the platform and get leads from freight owners and vice versa. Partnered with some of the major cross border logistics companies like 4PX, PICC, Made-in-China.Com",,,,,,Digital Trading,Online Marketplace,,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2015,1-10,China,Shenzhen,Global,Yes,Seed,,,,Nascent,,,,,TRUE,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,16586,,
McKinsey,Corporate Venture,Price Advisor is an integrated price-setting and price-management solution,Cross-industry,https://www.mckinsey.com/business-functions/marketing-and-sales/solutions/periscope/solutions/b2b-pricing-solutions/b2b-price-optimization,Price Advisor is an integrated price-setting and price-management solution that uses an adaptive pricing approach and value-based pricing rules to give companies a holistic perspective on pricing.,,,,,,Data Utilisation,Price Optimisation,Adaptive pricing platform,,Automated pricing (Merged with commercial modelling),Intelligent Pricing,2015,1-10,USA,,Global,Yes,Undisclosed,,,,Nascent,,,Hazel,Yes,TRUE,FALSE,FALSE,,,New,,,0.5,0,1,0.35,Nascent,,,,,2481,,
Zipmend,,Online freight/relocation marketplace,Maritime,https://zipmend.com/,"Zipmend's app allows booking a request through an application (available on web and Android). Based on details of shipment, (cargo type, origin,  and destination) a request receives multiple bids, one of which can be finalized by the user. After pickup, the shipment can be tracked live using the mobile or web application. Carriers use the app to find loads and bid on them. App is available in different plans starting from basic (free version) to business (EUR 49.90/month) (as on Oct 13,2016)",,,,,,Digital Trading,Online Marketplace,Shipping procurement app,,Bunker Marketplace (merged with integrated marketplace),Bunker Marketplace,2015,1-10,Germany,Hamburg,Europe,No,Unfunded,,,,Nascent,,,,,TRUE,,FALSE,Business Model Innovation,Freight Orchestration,Old,General Scouting,,0.5,0,1,0.35,Nascent,,,,,4802,,
